0xe5b10868deb302431adf693968941d3f5c30305f,0x1f0ed6d2b44bd0a208f7ff9e7dae88ee2fb0d2d2ba0d140641867050da940285,1558201321,1562,0xe5b10868deb302431adf693968941d3f5c30305f,0x2571fc3c96eee5d9df994d93b01d15dc20da23de,99945000000000000
0x587e25c341d627143ff190c5c3dc6f30ac31e8e3,0xdc41c7a07cc0a4dbf368bd614e62b6bb657a441fb00b3b8056fcfccb9bb0d9c6,1529628266,481,0x587e25c341d627143ff190c5c3dc6f30ac31e8e3,0x4ba18ae3b330aeee9e30c309765e95cbce198d6a,10000000000000000
0x587e25c341d627143ff190c5c3dc6f30ac31e8e3,0xeba892b51d4b4f2f91c653fcea67b1f49f7ed649f4faea1020e82de84974f073,1534222785,1705,0x587e25c341d627143ff190c5c3dc6f30ac31e8e3,0x4ba18ae3b330aeee9e30c309765e95cbce198d6a,3000000000000000
0x587e25c341d627143ff190c5c3dc6f30ac31e8e3,0xcb00cc1686bfcf0794d4a3059b2fe81243de0c035d4d6318a47ce9d8d64ba209,1536307541,3663,0x587e25c341d627143ff190c5c3dc6f30ac31e8e3,0xf1d833a1460568eaefc70aa3b123fc7afe005313,37000000000000000
0xe9cdbd8903bb608284377cf6363a2b992f73fe56,0xae5ba59168c6583a8e6237e761cca24d199db07bb7754e07e1c3d531049e303d,1557191261,1562,0xe9cdbd8903bb608284377cf6363a2b992f73fe56,0xfca797ee15334ef92e4a96ed92ad411111c63828,99000000000000000
0xf963fb9e50d9d08af78354243ac5cf937161fa4e,0x2b1f8a0a9e12ba433eec4238d2d939dd070d27d24abe6a5e9913f7f9d247025b,1574711266,1562,0xf963fb9e50d9d08af78354243ac5cf937161fa4e,0xe4b19499c90240b3620e63b7819e6cc9611e3147,90000000000000000
0xf963fb9e50d9d08af78354243ac5cf937161fa4e,0x017e437875bb50ae0560d9564218d227ee6c75ac28bcbdd8ddf287f9b53cc84a,1574711401,3264,0xf963fb9e50d9d08af78354243ac5cf937161fa4e,0xe4b19499c90240b3620e63b7819e6cc9611e3147,9945000000000000
0xf638bd931515a5fd46918050de6e78504de89dcf,0x3754fe62dba226700ed8d343c4d6a3e33ef6ecedb3d43f69fd7042833ec8de06,1492451878,481,0xf638bd931515a5fd46918050de6e78504de89dcf,0x0ba42ede5ccfaa910ce54ddb3d1cb6178f785f6e,1000000000000000
0x07e4b097eea32c26218a777ce11ce34f07067cd4,0xc7002786b269526aa577eb04d6a69c5984c3bd85d817d33ba3c8c04b73b0d268,1557179322,1562,0x07e4b097eea32c26218a777ce11ce34f07067cd4,0x79977b5cd09be9e7e29b26bfe0bf906eb63733c9,99900000000000000
0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0x954bdc927519c39a00e0cdebf3b2f4b0cf02348a90ddfd38d111d112e46a87e9,1463575829,2013,0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0x6e8276f4edee6eeff01a25215770c326783d7147,9800000000000000
0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0x954bdc927519c39a00e0cdebf3b2f4b0cf02348a90ddfd38d111d112e46a87e9,1463575829,2038,0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0x2732ed841ee5e47a40e55809ac3fcc258f73b8a9,200000000000000
0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0xe66a6115fd6cac1623084d0bd6b4b1c2800387d94d801b36e4766f03f010aafd,1463576365,3979,0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0x6e8276f4edee6eeff01a25215770c326783d7147,9800000000000000
0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0xe66a6115fd6cac1623084d0bd6b4b1c2800387d94d801b36e4766f03f010aafd,1463576365,4004,0xc8c7fa76a6e4df2828344df839fb9261198c69ff,0x2732ed841ee5e47a40e55809ac3fcc258f73b8a9,200000000000000
0x55b9a11c2e8351b4ffc7b11561148bfac9977855,0x6e9a1959affb22a17db261e6047fa4aab973b3ed15796b5a7d8d3c2cfc5e6362,1463576890,11305,0x55b9a11c2e8351b4ffc7b11561148bfac9977855,0x2732ed841ee5e47a40e55809ac3fcc258f73b8a9,100000000000000
