0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	2
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	5
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	8
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	11
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	14
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	17
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	20
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336	23
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	3
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	6
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	9
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	12
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	15
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	18
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	21
0x0ec3f2488a93839524add10ea229e773f6bc891b4eb4794c3337d4495263790b	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131	24
