Timestamp,Transactions,USD
2017-07-19,1282,107773036
2017-07-20,2410,10166
2017-07-21,5,15
2017-07-22,3,231
2017-07-23,5,183
2017-07-24,5,228
2017-07-25,225,0
2017-11-06,1,0
2017-11-08,1,0
2018-08-02,1,0
2019-06-08,2,0
